fips,election,cvap
29139,2012,9255
29141,2012,15960
29143,2012,14135
29145,2012,42320
29147,2012,18910
29149,2012,8355
29151,2012,10385
29153,2012,7820
29155,2012,13120
29157,2012,14040
29159,2012,29410
29161,2012,34065
29163,2012,14250
29165,2012,65400
29167,2012,23270
29169,2012,38230
29171,2012,3830
29173,2012,7890
29175,2012,19525
29177,2012,17500
29179,2012,5145
29181,2012,10695
29183,2012,262605
29185,2012,7720
29186,2012,13785
29187,2012,51070
29189,2012,736110
29195,2012,17050
29197,2012,3215
29199,2012,3470
29201,2012,29260
29203,2012,6465
29205,2012,4735
29207,2012,23100
29209,2012,25805
29211,2012,4690
29213,2012,38830
29215,2012,19860
29217,2012,15490
29219,2012,24075
29221,2012,19035
29223,2012,10625
29225,2012,26105
29227,2012,1700
29229,2012,13765
29510,2012,237370
30001,2012,7345
30003,2012,8550
30005,2012,4550
30007,2012,4290
30009,2012,7910
30011,2012,1070
30013,2012,62020
30015,2012,4220
30017,2012,9045
30019,2012,1450
30021,2012,7255
30023,2012,7455
30025,2012,2265
30027,2012,9185
30029,2012,68625
30031,2012,70115
30033,2012,860
30035,2012,9040
30037,2012,570
30039,2012,2535
30041,2012,11685
30043,2012,8710
30045,2012,1675
30047,2012,21340
30049,2012,48630
30051,2012,1840
30053,2012,15670
30055,2012,1380
30057,2012,6250
30059,2012,1495
30061,2012,3340
30063,2012,86475
30065,2012,3590
30067,2012,12505
30069,2012,425
30071,2012,3215
30073,2012,4580
30075,2012,1280
30077,2012,5900
30079,2012,1000
30081,2012,31220
30083,2012,7510
30085,2012,7150
30087,2012,6495
30089,2012,9025
30091,2012,2670
30093,2012,26630
30095,2012,7020
30097,2012,2645
30099,2012,4580
30101,2012,4175
30103,2012,595
30105,2012,5695
30107,2012,1720
30109,2012,705
30111,2012,112295
31001,2012,23015
31003,2012,5025
31005,2012,340
31007,2012,560
31009,2012,430
31011,2012,4165
31013,2012,8315
31015,2012,1585
31017,2012,2465
31019,2012,34140
31021,2012,5285
31023,2012,6275
31025,2012,18700
31027,2012,6580
31029,2012,2815
31031,2012,4505
31033,2012,7530
31035,2012,4730
31037,2012,5895
31039,2012,6620
31041,2012,8275
31043,2012,12320
31045,2012,7400
31047,2012,14550
31049,2012,1550
31051,2012,4220
31053,2012,26810
31055,2012,356440
31057,2012,1500
31059,2012,4495
31061,2012,2510
31063,2012,2145
31065,2012,3755
31067,2012,17040
31069,2012,1695
31071,2012,1620
31073,2012,1545
31075,2012,470
31077,2012,1895
31079,2012,38170
31081,2012,6765
31083,2012,2690
31085,2012,755
31087,2012,2280
31089,2012,7915
31091,2012,540
31093,2012,4740
31095,2012,5910
31097,2012,4050
31099,2012,4880
31101,2012,6450
31103,2012,610
31105,2012,2880
31107,2012,6560
31109,2012,210670
31111,2012,26875
31113,2012,575
31115,2012,410
31117,2012,290
31119,2012,24520
31121,2012,5830
31123,2012,3700
31125,2012,2855
31127,2012,5645
31129,2012,3535
31131,2012,11595
31133,2012,2170
31135,2012,2250
31137,2012,6885
31139,2012,5345
31141,2012,22170
31143,2012,3995
31145,2012,8400
31147,2012,6535
31149,2012,1230
31151,2012,9725
31153,2012,109765
31155,2012,15235
31157,2012,26985
31159,2012,12740
31161,2012,4160
31163,2012,2425
31165,2012,1000
31167,2012,4445
31169,2012,4060
31171,2012,590
31173,2012,4425
31175,2012,3325
31177,2012,15145
31179,2012,7515
31181,2012,2905
31183,2012,580
31185,2012,10405
32001,2012,17990
32003,2012,1238905
32005,2012,36415
32007,2012,31720
32009,2012,715
32011,2012,1315
32013,2012,11020
32015,2012,3840
32017,2012,3675
32019,2012,36880
32021,2012,3945
32023,2012,32845
32027,2012,4855
32029,2012,3285
32031,2012,289015
32033,2012,7705
32510,2012,39910
33001,2012,46890
33003,2012,38305
33005,2012,61085
33007,2012,26380
33009,2012,69940
33011,2012,292405
33013,2012,112635
33015,2012,224340
33017,2012,95620
33019,2012,34090
34001,2012,191045
34003,2012,603300
34005,2012,329805
34007,2012,365910
34009,2012,76305
34011,2012,108755
34013,2012,496605
34015,2012,213095
34017,2012,374005
34019,2012,93805
34021,2012,246625
34023,2012,516950
34025,2012,445080
34027,2012,339940
34029,2012,422220
34031,2012,313910
34033,2012,49530
34035,2012,212820
34037,2012,110950
34039,2012,329020
34041,2012,78975
35001,2012,462675
35003,2012,3230
35005,2012,41795
35006,2012,19530
35007,2012,10525
35009,2012,31910
35011,2012,1470
35013,2012,131685
35015,2012,38435
35017,2012,22590
35019,2012,3475
35021,2012,495
35023,2012,3490
35025,2012,39835
35027,2012,15890
35028,2012,12870
35029,2012,15835
35031,2012,48140
35033,2012,3795
35035,2012,43565
35037,2012,6960
35039,2012,28460
35041,2012,13715
35043,2012,93935
35045,2012,88260
35047,2012,21885
35049,2012,101535
35051,2012,9495
35053,2012,12725
35055,2012,25290
35057,2012,11450
35059,2012,3385
35061,2012,52620
36001,2012,232965
36003,2012,37765
36005,2012,781675
36007,2012,155345
36009,2012,60880
36011,2012,61835
36013,2012,104040
36015,2012,67915
36017,2012,38670
36019,2012,63940
36021,2012,48675
36023,2012,38770
36025,2012,37800
36027,2012,216110
36029,2012,697525
36031,2012,30905
36033,2012,39940
36035,2012,42760
36037,2012,45835
36039,2012,38940
36041,2012,3985
36043,2012,49460
36045,2012,85220
36047,2012,1529160
36049,2012,20230
36051,2012,51355
36053,2012,56630
36055,2012,553730
36057,2012,37575
36059,2012,927835
36061,2012,1127410
36063,2012,166500
36065,2012,176405
36067,2012,345065
36069,2012,82355
36071,2012,253365
36073,2012,32610
36075,2012,92995
36077,2012,49645
36079,2012,71800
36081,2012,1314605
36083,2012,122300
36085,2012,327105
36087,2012,196725
36089,2012,86240
36091,2012,166685
36093,2012,114620
36095,2012,25885
36097,2012,14545
36099,2012,27525
36101,2012,74795
36103,2012,1031945
36105,2012,56545
36107,2012,38970
36109,2012,76525
36111,2012,139765
36113,2012,51660
36115,2012,49390
36117,2012,70420
36119,2012,611200
36121,2012,32895
36123,2012,18990
37001,2012,108325
37003,2012,27945
37005,2012,8460
37007,2012,20200
37009,2012,20980
37011,2012,14260
37013,2012,35365
37015,2012,16560
37017,2012,25435
37019,2012,85535
37021,2012,182185
37023,2012,67775
37025,2012,121595
37027,2012,62515
37029,2012,7205
37031,2012,52515
37033,2012,18530
37035,2012,111025
37037,2012,45785
37039,2012,21790
37041,2012,11270
37043,2012,8460
37045,2012,73710
37047,2012,42860
37049,2012,76660
37051,2012,226280
37053,2012,17770
37055,2012,26000
37057,2012,118885
37059,2012,30410
37061,2012,38075
37063,2012,183025
37065,2012,41490
37067,2012,245125
37069,2012,43935
37071,2012,151075
37073,2012,9190
37075,2012,6755
37077,2012,44460
37079,2012,15285
37081,2012,349405
37083,2012,41575
37085,2012,79310
37087,2012,46780
37089,2012,79775
37091,2012,18730
37093,2012,31505
37095,2012,4500
37097,2012,114255
37099,2012,31740
37101,2012,112460
37103,2012,7730
37105,2012,38005
37107,2012,43530
37109,2012,57115
37111,2012,34300
37113,2012,26275
37115,2012,16425
37117,2012,18560
37119,2012,613170
37121,2012,12330
37123,2012,19310
37125,2012,66525
37127,2012,69770
37129,2012,156350
37131,2012,17220
37133,2012,128160
37135,2012,96380
37137,2012,10550
37139,2012,30505
37141,2012,39250
37143,2012,10650
37145,2012,29455
37147,2012,125220
37149,2012,16030
37151,2012,100135
37153,2012,33710
37155,2012,92115
37157,2012,70135
37159,2012,100710
37161,2012,51455
37163,2012,43200
37165,2012,26770
37167,2012,45585
37169,2012,36275
37171,2012,53505
37173,2012,10635
37175,2012,26550
37177,2012,3485
37179,2012,131055
37181,2012,32410
37183,2012,605100
37185,2012,16350
37187,2012,9730
37189,2012,43100
37191,2012,86155
37193,2012,52060
37195,2012,57005
37197,2012,27960
37199,2012,13860
38001,2012,1905
38003,2012,8665
38005,2012,4410
38007,2012,665
38009,2012,5130
38011,2012,2450
38013,2012,1585
38015,2012,63055
38017,2012,113585
38019,2012,3175
38021,2012,4040
38023,2012,1720
38025,2012,2750
38027,2012,1875
38029,2012,2765
38031,2012,2575
38033,2012,1220
38035,2012,52235
38037,2012,1895
38039,2012,1940
38041,2012,2010
38043,2012,1945
38045,2012,3310
38047,2012,1520
38049,2012,4250
38051,2012,2295
38053,2012,4890
38055,2012,7240
38057,2012,6595
38059,2012,20850
38061,2012,5870
38063,2012,2515
38065,2012,1410
38067,2012,5720
38069,2012,3485
38071,2012,8850
38073,2012,4185
38075,2012,1910
38077,2012,12710
38079,2012,9295
38081,2012,2990
38083,2012,1120
38085,2012,2630
38087,2012,615
38089,2012,18900
38091,2012,1565
38093,2012,16510
38095,2012,1730
38097,2012,6240
38099,2012,8585
38101,2012,46580
38103,2012,3420
38105,2012,17725
39001,2012,21340
39003,2012,80040
39005,2012,40210
39007,2012,76570
39009,2012,52330
39011,2012,34210
39013,2012,56290
39015,2012,33585
39017,2012,266830
39019,2012,22255
39021,2012,29845
39023,2012,104075
39025,2012,144925
39027,2012,31610
39029,2012,83385
39031,2012,27970
39033,2012,33440
39035,2012,956010
39037,2012,39505
39039,2012,29240
39041,2012,120500
39043,2012,59480
39045,2012,106820
39047,2012,21515
39049,2012,831955
39051,2012,31335
39053,2012,23385
39055,2012,68680
39057,2012,124105
39059,2012,30465
39061,2012,592690
39063,2012,56325
39065,2012,24320
39067,2012,12310
39069,2012,20960
39071,2012,32390
39073,2012,22305
39075,2012,27940
39077,2012,42860
39079,2012,24935
39081,2012,55210
39083,2012,45885
39085,2012,174805
39087,2012,47770
39089,2012,124100
39091,2012,34050
39093,2012,226090
39095,2012,329700
39097,2012,33135
39099,2012,183670
39101,2012,51365
39103,2012,127165
39105,2012,18250
39107,2012,30030
39109,2012,77135
39111,2012,11525
39113,2012,403655
39115,2012,11585
39117,2012,25850
39119,2012,64985
39121,2012,11820
39123,2012,32655
39125,2012,14580
39127,2012,26700
39129,2012,42585
39131,2012,21470
39133,2012,125430
39135,2012,31785
39137,2012,25145
39139,2012,95950
39141,2012,60040
39143,2012,45235
39145,2012,60655
39147,2012,42885
39149,2012,35580
39151,2012,287195
39153,2012,410440
39155,2012,162775
39157,2012,69980
39159,2012,37365
39161,2012,21515
39163,2012,10140
39165,2012,150200
39167,2012,48680
39169,2012,84685
39171,2012,28685
39173,2012,97035
39175,2012,17065
40001,2012,15815
40003,2012,4550
40005,2012,10770
40007,2012,3815
40009,2012,16485
40011,2012,7550
40013,2012,31870
40015,2012,21445
40017,2012,83025
40019,2012,34510
40021,2012,34995
40023,2012,11350
40025,2012,1680
40027,2012,190800
40029,2012,4340
40031,2012,88975
40033,2012,4630
40035,2012,11445
40037,2012,52010
40039,2012,19840
40041,2012,31640
40043,2012,3535
40045,2012,3065
40047,2012,43435
40049,2012,20305
40051,2012,38795
40053,2012,3495
40055,2012,4970
40057,2012,2145
40059,2012,2465
40061,2012,9380
40063,2012,10600
40065,2012,18505
40067,2012,4830
40069,2012,8155
40071,2012,33885
40073,2012,10115
40075,2012,7120
40077,2012,8300
40079,2012,36520
40081,2012,25255
40083,2012,31120
40085,2012,6770
40087,2012,24785
40089,2012,24265
40091,2012,15950
40093,2012,5645
40095,2012,11245
40097,2012,30460
40099,2012,10080
40101,2012,51945
40103,2012,8675
40105,2012,8035
40107,2012,9255
40109,2012,492285
40111,2012,29855
40113,2012,35870
40115,2012,23725
40117,2012,12385
40119,2012,59260
40121,2012,35125
40123,2012,28305
40125,2012,51710
40127,2012,8810
40129,2012,2690
40131,2012,63580
40133,2012,18650
40135,2012,30970
40137,2012,33695
40139,2012,11135
40141,2012,5765
40143,2012,420680
40145,2012,52580
40147,2012,38165
40149,2012,8495
40151,2012,6970
40153,2012,14645
41001,2012,12710
41003,2012,66340
41005,2012,274420
41007,2012,28360
41009,2012,36835
41011,2012,50375
41013,2012,16230
41015,2012,18510
41017,2012,118675
41019,2012,84255
41021,2012,1495
41023,2012,5920
41025,2012,5685
41027,2012,13295
41029,2012,152755
41031,2012,15185
41033,2012,64710
41035,2012,49660
41037,2012,6170
41039,2012,270880
41041,2012,36430
41043,2012,85490
41045,2012,20825
41047,2012,202925
41049,2012,6660
41051,2012,531880
41053,2012,54570
41055,2012,1430
41057,2012,19290
41059,2012,50645
41061,2012,19390
41063,2012,5590
41065,2012,17615
41067,2012,348425
41069,2012,1090
41071,2012,68895
42001,2012,76560
42003,2012,955890
42005,2012,54685
42007,2012,134895
42009,2012,38810
42011,2012,299705
42013,2012,99670
42015,2012,47990
42017,2012,465455
42019,2012,141595
42021,2012,114370
42023,2012,4080
42025,2012,51010
42027,2012,122540
42029,2012,353530
42031,2012,32010
42033,2012,64480
42035,2012,30870
42037,2012,53830
42039,2012,68325
42041,2012,181675
42043,2012,198550
42045,2012,408305
42047,2012,25360
42049,2012,211965
42051,2012,108715
42053,2012,6660
42055,2012,111125
42057,2012,11390
42059,2012,30860
42061,2012,36670
42063,2012,71080
42065,2012,35255
42067,2012,18585
42069,2012,165495
42071,2012,381465
42073,2012,71310
42075,2012,101080
42077,2012,254020
42079,2012,248050
42081,2012,91655
42083,2012,34020
42085,2012,90760
42087,2012,35780
42089,2012,123675
42091,2012,586060
42093,2012,14070
42095,2012,224790
42097,2012,74730
42099,2012,34955
42101,2012,1096390
42103,2012,43055
42105,2012,13530
42107,2012,116975
42109,2012,30600
42111,2012,62445
42113,2012,5305
42115,2012,33810
42117,2012,33305
42119,2012,35510
42121,2012,42955
42123,2012,32910
42125,2012,164035
42127,2012,41635
42129,2012,291130
42131,2012,21950
42133,2012,326480
44001,2012,38155
44003,2012,129290
44005,2012,64585
44007,2012,434720
44009,2012,99555
45001,2012,19410
45003,2012,120340
45005,2012,8015
45007,2012,140000
45009,2012,12305
45011,2012,16630
45013,2012,117380
45015,2012,129115
45017,2012,11660
45019,2012,267915
45021,2012,40960
45023,2012,24955
45025,2012,34200
45027,2012,26725
45029,2012,28585
45031,2012,51255
45033,2012,22840
45035,2012,96930
45037,2012,20200
45039,2012,18310
45041,2012,101240
45043,2012,46455
45045,2012,320805
45047,2012,51150
45049,2012,15650
45051,2012,205305
45053,2012,16840
45055,2012,45385
45057,2012,57560
45059,2012,50060
45061,2012,14565
45063,2012,190030
45065,2012,8670
45067,2012,24520
45069,2012,22135
45071,2012,27355
45073,2012,57080
45075,2012,69880
45077,2012,92055
45079,2012,285625
45081,2012,13725
45083,2012,205065
45085,2012,77860
45087,2012,22150
45089,2012,25990
45091,2012,163000
46003,2012,1920
46005,2012,12355
46007,2012,2210
46009,2012,5605
46011,2012,25030
46013,2012,27765
46015,2012,3915
46017,2012,1225
46019,2012,7550
46021,2012,1125
46023,2012,6435
46025,2012,2735
46027,2012,11170
46029,2012,20370
46031,2012,2655
46033,2012,6585
46035,2012,14830
46037,2012,4425
46039,2012,3300
46041,2012,3510
46043,2012,2295
46045,2012,3085
46047,2012,5735
46049,2012,1835
46051,2012,5550
46053,2012,3295
46055,2012,1445
46057,2012,4000
46059,2012,2685
46061,2012,2280
46063,2012,995
46065,2012,12905
46067,2012,5555
46069,2012,1095
46071,2012,2100
46073,2012,1600
46075,2012,765
46077,2012,4000
46079,2012,8810
46081,2012,19130
46083,2012,31530
46085,2012,2625
46087,2012,4090
46089,2012,1975
46091,2012,3405
46093,2012,19015
46095,2012,1335
46097,2012,1825
46099,2012,122805
46101,2012,4735
46103,2012,75370
46105,2012,2260
46107,2012,1870
46109,2012,7230
46111,2012,1815
46113,2012,8380
46115,2012,4865
46117,2012,2310
46119,2012,1045
46121,2012,5735
46123,2012,4290
46125,2012,6345
46127,2012,10625
46129,2012,4225
46135,2012,17305
46137,2012,1725
47001,2012,57540
47003,2012,30340
47005,2012,12985
47007,2012,10000
47009,2012,94330
47011,2012,73675
47013,2012,31630
47015,2012,10620
47017,2012,22105
47019,2012,45720
47021,2012,29075
47023,2012,12970
47025,2012,25275
47027,2012,6185
47029,2012,27695
47031,2012,38910
47033,2012,10535
47035,2012,44750
47037,2012,447715
47039,2012,9115
47041,2012,13780
47043,2012,36490
47045,2012,28420
47047,2012,29270
47049,2012,13815
47051,2012,31605
47053,2012,37030
47055,2012,22615
47057,2012,17440
47059,2012,53385
47061,2012,10555
47063,2012,44275
47065,2012,255035
47067,2012,5275
47069,2012,21365
47071,2012,20255
47073,2012,43700
47075,2012,13705
47077,2012,21000
47079,2012,24960
47081,2012,18855
47083,2012,6325
47085,2012,14065
47087,2012,9155
47089,2012,39565
47091,2012,14820
47093,2012,327910
47095,2012,6345
47097,2012,20805
47099,2012,30810
47101,2012,9085
47103,2012,25320
47105,2012,37180
47107,2012,39665
47109,2012,19825
47111,2012,16050
47113,2012,72350
47115,2012,21885
47117,2012,22445
47119,2012,59900
47121,2012,9225
47123,2012,33810
47125,2012,120360
47127,2012,4940
47129,2012,17270
47131,2012,24090
47133,2012,16805
47135,2012,6135
47137,2012,4060
47139,2012,13035
47141,2012,54310
47143,2012,23805
47145,2012,42550
47147,2012,47295
47149,2012,184490
47151,2012,16655
47153,2012,10690
47155,2012,67175
47157,2012,651090
47159,2012,14485
47161,2012,10120
47163,2012,123505
47165,2012,118090
47167,2012,44070
47169,2012,5915
47171,2012,14125
47173,2012,14555
47175,2012,4395
47177,2012,28695
47179,2012,95665
47181,2012,13570
47183,2012,27445
47185,2012,19915
47187,2012,125855
47189,2012,83995
48001,2012,44110
48003,2012,9110
48005,2012,59050
48007,2012,17895
48009,2012,6555
48011,2012,1380
48013,2012,30630
48015,2012,19150
48017,2012,4175
48019,2012,16075
48021,2012,49460
48023,2012,2935
48025,2012,24290
48027,2012,210155
48029,2012,1135610
48031,2012,7720
48033,2012,435
48035,2012,13275
48037,2012,68340
48039,2012,208245
48041,2012,135805
48043,2012,7065
48045,2012,1185
48047,2012,5060
48049,2012,28155
48051,2012,12100
48053,2012,31210
48055,2012,26765
48057,2012,14615
48059,2012,10230
48061,2012,209690
48063,2012,8030
48065,2012,4580
48067,2012,23210
48069,2012,4230
48071,2012,23075
48073,2012,34095
48075,2012,5490
48077,2012,8245
48079,2012,1920
48081,2012,2580
48083,2012,6805
48085,2012,496230
48087,2012,1970
48089,2012,14695
48091,2012,79835
48093,2012,9950
48095,2012,2180
48097,2012,26565
48099,2012,53470
48101,2012,1230
48103,2012,2675
48105,2012,2520
48107,2012,4090
48109,2012,1545
48111,2012,3950
48113,2012,1360390
48115,2012,9860
48117,2012,10810
48119,2012,3900
48121,2012,433850
48123,2012,15350
48125,2012,1865
48127,2012,6770
48129,2012,2825
48131,2012,8610
48133,2012,13935
48135,2012,86730
48137,2012,1545
48139,2012,98915
48141,2012,450700
48143,2012,27735
48145,2012,13380
48147,2012,25445
48149,2012,17935
48151,2012,2995
48153,2012,4290
48155,2012,945
48157,2012,353065
48159,2012,7525
48161,2012,14055
48163,2012,11645
48165,2012,9305
48167,2012,203135
48169,2012,2885
48171,2012,18760
48173,2012,810
48175,2012,5535
48177,2012,12545
48179,2012,16210
48181,2012,87450
48183,2012,82825
48185,2012,19100
48187,2012,91280
48189,2012,23800
48191,2012,2210
48193,2012,6475
48195,2012,3265
48197,2012,3045
48199,2012,40000
48201,2012,2328000
48203,2012,46450
48205,2012,4350
48207,2012,4305
48209,2012,112555
48211,2012,2370
48213,2012,58085
48215,2012,356505
48217,2012,24775
48219,2012,15915
48221,2012,38690
48223,2012,24225
48225,2012,17925
48227,2012,23430
48229,2012,1660
48231,2012,60855
48233,2012,15425
48235,2012,1145
48237,2012,6760
48239,2012,9900
48241,2012,26020
48243,2012,1780
48245,2012,175825
48247,2012,3760
48249,2012,28375
48251,2012,103635
48253,2012,15780
48255,2012,11235
48257,2012,69075
48259,2012,23870
48261,2012,325
48263,2012,655
48265,2012,38085
48267,2012,3530
48269,2012,200
48271,2012,2475
48273,2012,22345
48275,2012,2650
48277,2012,36435
48279,2012,9100
48281,2012,14030
48283,2012,4535
48285,2012,14030
48287,2012,11515
48289,2012,12410
48291,2012,52635
48293,2012,16040
48295,2012,2085
48297,2012,8840
48299,2012,15730
48301,2012,85
48303,2012,202280
48305,2012,4115
48307,2012,5890
48309,2012,163080
48311,2012,585
48313,2012,10285
48315,2012,8420
48317,2012,2990
48319,2012,2950
48321,2012,24825
48323,2012,24875
48325,2012,32740
48327,2012,1640
48329,2012,93645
48331,2012,17340
48333,2012,3435
48335,2012,7205
48337,2012,14730
48339,2012,296075
48341,2012,11140
48343,2012,9565
48345,2012,855
48347,2012,45650
48349,2012,31070
48351,2012,10900
48353,2012,10930
48355,2012,238700
48357,2012,5580
48359,2012,1410
48361,2012,60805
48363,2012,20100
48365,2012,17265
48367,2012,84670
48369,2012,5765
48371,2012,10040
48373,2012,33975
48375,2012,76700
48377,2012,4195
48379,2012,8330
48381,2012,88365
48383,2012,1790
48385,2012,2610
48387,2012,9720
48389,2012,8425
48391,2012,5410
48393,2012,730
48395,2012,11605
48397,2012,51135
48399,2012,7645
48401,2012,38590
48403,2012,8495
48405,2012,6910
48407,2012,19295
48409,2012,45220
48411,2012,4520
48413,2012,2175
48415,2012,11995
48417,2012,2505
48419,2012,16940
48421,2012,1700
48423,2012,143170
48425,2012,5940
48427,2012,27455
48429,2012,7000
48431,2012,855
48433,2012,1065
48435,2012,2550
48437,2012,5475
48439,2012,1141750
48441,2012,95835
48443,2012,715
48445,2012,8580
48447,2012,1275
48449,2012,18360
48451,2012,80615
48453,2012,666065
48455,2012,10875
48457,2012,16950
48459,2012,28825
48461,2012,2090
48463,2012,17305
48465,2012,27720
48467,2012,38790
48469,2012,61305
48471,2012,53260
48473,2012,28275
48475,2012,7340
48477,2012,24970
48479,2012,116755
48481,2012,27665
48483,2012,3655
48485,2012,95945
48487,2012,9580
48489,2012,13915
48491,2012,281475
48493,2012,30715
48495,2012,4230
48497,2012,40910
48499,2012,32355
48501,2012,3990
48503,2012,13110
48505,2012,6960
48507,2012,7140
49001,2012,4055
49003,2012,32030
49005,2012,72370
49007,2012,15155
49009,2012,715
49011,2012,194675
49013,2012,12005
49015,2012,7250
49017,2012,3680
49019,2012,6800
49021,2012,31200
49023,2012,6375
49025,2012,5375
49027,2012,7805
49029,2012,6075
49031,2012,1200
49033,2012,1510
49035,2012,659575
49037,2012,9620
49039,2012,18375
49041,2012,13900
49043,2012,24180
49045,2012,36045
49047,2012,21200
49049,2012,313865
49051,2012,14160
49053,2012,93020
49055,2012,1890
49057,2012,151240
50001,2012,28625
50003,2012,29050
50005,2012,24160
50007,2012,121645
50009,2012,5010
50011,2012,35595
50013,2012,5545
50015,2012,18695
50017,2012,22790
50019,2012,21080
50021,2012,49315
50023,2012,46740
50025,2012,34920
50027,2012,44635
51001,2012,24860
51003,2012,72615
51005,2012,12690
51007,2012,9740
51009,2012,25115
51011,2012,11560
51013,2012,150335
51015,2012,57325
51017,2012,3665
51019,2012,53080
51021,2012,5605
51023,2012,25635
51025,2012,13985
51027,2012,19530
51029,2012,13620
51031,2012,42395
51033,2012,21380
51035,2012,23595
51036,2012,5900
51037,2012,9505
51041,2012,222360
51043,2012,10760
51045,2012,4025
51047,2012,32705
51049,2012,7575
51051,2012,12470
51053,2012,21375
51057,2012,8595
51059,2012,678775
51061,2012,47205
51063,2012,11805
51065,2012,19540
51067,2012,43715
51069,2012,56360
51071,2012,13330
51073,2012,28495
51075,2012,16925
51077,2012,12470
51079,2012,13435
51081,2012,10020
51083,2012,28015
51085,2012,73955
51087,2012,215485
51089,2012,41725
51091,2012,2020
51093,2012,26910
51095,2012,50300
51097,2012,5440
51099,2012,17070
51101,2012,11795
51103,2012,9485
51105,2012,20195
51107,2012,189145
51109,2012,25255
51111,2012,10145
51113,2012,10165
51115,2012,7255
51117,2012,25760
51119,2012,9025
51121,2012,73725
51125,2012,11925
51127,2012,14225
51131,2012,9585
51133,2012,10265
51135,2012,12390
51137,2012,25395
51139,2012,18700
51141,2012,14825
51143,2012,49330
51145,2012,21875
51147,2012,18930
51149,2012,27230
51153,2012,247065
51155,2012,27785
51157,2012,5845
51159,2012,7285
51161,2012,70140
51163,2012,17785
51165,2012,55855
51167,2012,22865
51169,2012,18495
51171,2012,31825
51173,2012,25150
51175,2012,14655
51177,2012,85420
51179,2012,88105
51181,2012,5495
51183,2012,10020
51185,2012,35670
51187,2012,27915
51191,2012,43700
51193,2012,13705
51195,2012,32440
51197,2012,22975
51199,2012,47075
51510,2012,95755
51515,2012,4790
51520,2012,13955
51530,2012,5280
51540,2012,33190
51550,2012,161485
51570,2012,13285
51580,2012,4620
51590,2012,33065
51595,2012,4425
51600,2012,15665
51610,2012,8320
51620,2012,6390
51630,2012,18710
51640,2012,5170
51650,2012,103885
51660,2012,36860
51670,2012,16165
51678,2012,6035
51680,2012,58435
51683,2012,20640
51685,2012,7550
51690,2012,10630
51700,2012,130885
51710,2012,183430
51720,2012,2965
51730,2012,24670
51735,2012,9105
51740,2012,71865
51750,2012,13585
51760,2012,155585
51770,2012,71615
51775,2012,19135
51790,2012,19005
51800,2012,61495
51810,2012,320785
51820,2012,15600
51830,2012,11880
51840,2012,18040
53001,2012,8840
53003,2012,16810
53005,2012,118935
53007,2012,49750
53009,2012,57120
53011,2012,296080
53013,2012,3150
53015,2012,74730
53017,2012,23825
53019,2012,5905
53021,2012,38490
53023,2012,1855
53025,2012,50290
53027,2012,53865
53029,2012,60900
53031,2012,25125
53033,2012,1344380
53035,2012,189055
53037,2012,32240
53039,2012,15210
53041,2012,55370
53043,2012,8060
53045,2012,46495
53047,2012,28360
53049,2012,16490
53051,2012,10060
53053,2012,569145
53055,2012,12765
53057,2012,82320
53059,2012,8340
53061,2012,495420
53063,2012,349900
53065,2012,32625
53067,2012,187105
53069,2012,3170
53071,2012,41330
53073,2012,149230
53075,2012,35370
53077,2012,139730
54001,2012,12805
54003,2012,76725
54005,2012,19010
54007,2012,11545
54009,2012,19485
54011,2012,76370
54013,2012,6085
54015,2012,7125
54017,2012,6370
54019,2012,36335
54021,2012,7080
54023,2012,9330
54025,2012,28405
54027,2012,18475
54029,2012,24395
54031,2012,10660
54033,2012,53645
54035,2012,22415
54037,2012,39800
54039,2012,151770
54041,2012,13030
54043,2012,16755
54045,2012,28985
54047,2012,17510
54049,2012,44855
54051,2012,26075
54053,2012,21345
54055,2012,49055
54057,2012,22140
54059,2012,20695
54061,2012,78285
54063,2012,10685
54065,2012,13825
54067,2012,20630
54069,2012,35515
54071,2012,6215
54073,2012,6025
54075,2012,7125
54077,2012,26655
54079,2012,42070
54081,2012,61580
54083,2012,23530
54085,2012,8185
54087,2012,11640
54089,2012,11290
54091,2012,13350
54093,2012,5705
54095,2012,7280
54097,2012,19210
54099,2012,32855
54101,2012,7230
54103,2012,13035
54105,2012,4515
54107,2012,67690
54109,2012,18620
55001,2012,17120
55003,2012,12320
55005,2012,35315
55007,2012,12185
55009,2012,179495
55011,2012,10485
55013,2012,12455
55015,2012,35295
55017,2012,47450
55019,2012,23955
55021,2012,43070
55023,2012,12940
55025,2012,362740
55027,2012,68220
55029,2012,22560
55031,2012,34325
55033,2012,34340
55035,2012,76780
55037,2012,3615
55039,2012,76750
55041,2012,7250
55043,2012,39930
55045,2012,27500
55047,2012,14500
55049,2012,17720
55051,2012,4945
55053,2012,15645
55055,2012,61790
55057,2012,20695
55059,2012,118005
55061,2012,15545
55063,2012,88705
55065,2012,12265
55067,2012,15545
55069,2012,22400
55071,2012,62385
55073,2012,98645
55075,2012,32980
55077,2012,12180
55078,2012,2900
55079,2012,664490
55081,2012,32390
55083,2012,29130
55085,2012,29240
55087,2012,128675
55089,2012,65350
55091,2012,5720
55093,2012,31525
55095,2012,33415
55097,2012,54495
55099,2012,11400
55101,2012,141575
55103,2012,13645
55105,2012,116400
55107,2012,11380
55109,2012,60930
55111,2012,46050
55113,2012,13055
55115,2012,31985
55117,2012,85225
55119,2012,15455
