fips,election,cvap
55121,2012,21230
55123,2012,21840
55125,2012,17545
55127,2012,74950
55129,2012,12560
55131,2012,98460
55133,2012,289735
55135,2012,40230
55137,2012,19435
55139,2012,128400
55141,2012,56965
56001,2012,29180
56003,2012,8460
56005,2012,31975
56007,2012,11745
56009,2012,10185
56011,2012,5385
56013,2012,29745
56015,2012,10475
56017,2012,3720
56019,2012,6570
56021,2012,68465
56023,2012,12660
56025,2012,56840
56027,2012,1995
56029,2012,21855
56031,2012,6875
56033,2012,22380
56035,2012,7525
56037,2012,30340
56039,2012,15150
56041,2012,14485
56043,2012,6075
56045,2012,5540
72001,2012,14480
72003,2012,31710
72005,2012,46025
72007,2012,21405
72009,2012,19530
72011,2012,22255
72013,2012,73600
72015,2012,14230
72017,2012,18495
72019,2012,21985
72021,2012,156030
72023,2012,38890
72025,2012,106680
72027,2012,26215
72029,2012,34005
72031,2012,129955
72033,2012,20390
72035,2012,36430
72037,2012,10245
72039,2012,13945
72041,2012,32385
72043,2012,29750
72045,2012,15505
72047,2012,27385
72049,2012,1185
72051,2012,27760
72053,2012,27375
72054,2012,9235
72055,2012,14600
72057,2012,33495
72059,2012,16035
72061,2012,74145
72063,2012,33555
72065,2012,31655
72067,2012,13435
72069,2012,44130
72071,2012,34545
72073,2012,12045
72075,2012,36840
72077,2012,29645
72079,2012,19745
72081,2012,23175
72083,2012,7410
72085,2012,28890
72087,2012,21580
72089,2012,14790
72091,2012,32835
72093,2012,4890
72095,2012,9270
72097,2012,69610
72099,2012,29700
72101,2012,23550
72103,2012,19605
72105,2012,22810
72107,2012,16965
72109,2012,14590
72111,2012,17450
72113,2012,124360
72115,2012,19430
72117,2012,11710
72119,2012,40350
72121,2012,18900
72123,2012,22660
72125,2012,27360
72127,2012,279400
72129,2012,30825
72131,2012,32010
72133,2012,16540
72135,2012,53660
72137,2012,66010
72139,2012,54450
72141,2012,24775
72143,2012,29270
72145,2012,44405
72147,2012,7090
72149,2012,18865
72151,2012,28370
72153,2012,31740
1001,2016,40690
1003,2016,151770
1005,2016,20375
1007,2016,17590
1009,2016,42430
1011,2016,8195
1013,2016,15425
1015,2016,88525
1017,2016,26480
1019,2016,20505
1021,2016,31555
1023,2016,10515
1025,2016,19195
1027,2016,10360
1029,2016,11295
1031,2016,37955
1033,2016,42235
1035,2016,9825
1037,2016,8755
1039,2016,29295
1041,2016,10535
1043,2016,61625
1045,2016,37405
1047,2016,30615
1049,2016,49580
1051,2016,61485
1053,2016,29330
1055,2016,78780
1057,2016,13155
1059,2016,21935
1061,2016,20515
1063,2016,6595
1065,2016,11565
1067,2016,13335
1069,2016,78085
1071,2016,40730
1073,2016,491015
1075,2016,10960
1077,2016,72735
1079,2016,25995
1081,2016,115345
1083,2016,67250
1085,2016,8100
1087,2016,16035
1089,2016,261510
1091,2016,15310
1093,2016,23725
1095,2016,65925
1097,2016,308975
1099,2016,16820
1101,2016,168750
1103,2016,88065
1105,2016,7625
1107,2016,15585
1109,2016,25630
1111,2016,17375
1113,2016,43135
1115,2016,65815
1117,2016,149210
1119,2016,10390
1121,2016,62160
1123,2016,31945
1125,2016,155400
1127,2016,50325
1129,2016,12865
1131,2016,8520
1133,2016,18770
2013,2016,1965
2016,2016,3635
2020,2016,213935
2050,2016,11320
2060,2016,715
2068,2016,1650
2070,2016,3355
2090,2016,73390
2100,2016,2000
2105,2016,1640
2110,2016,24185
2122,2016,43770
2130,2016,10165
2150,2016,9120
2158,2016,4720
2164,2016,940
2170,2016,70360
2180,2016,6370
2185,2016,6915
2188,2016,4950
2195,2016,2340
2198,2016,4765
2220,2016,6600
2230,2016,825
2240,2016,4740
2261,2016,7095
2275,2016,1865
2282,2016,490
2290,2016,3995
4001,2016,50380
4003,2016,92915
4005,2016,104265
4007,2016,41290
4009,2016,25960
4011,2016,6355
4012,2016,15245
4013,2016,2723565
4015,2016,157930
4017,2016,76280
4019,2016,720405
4021,2016,278220
4023,2016,27155
4025,2016,173100
4027,2016,120510
5001,2016,14105
5003,2016,15710
5005,2016,33485
5007,2016,162105
5009,2016,28885
5011,2016,7935
5013,2016,4180
5015,2016,20185
5017,2016,8450
5019,2016,17945
5021,2016,11940
5023,2016,20350
5025,2016,6380
5027,2016,18515
5029,2016,15890
5031,2016,74820
5033,2016,45050
5035,2016,35100
5037,2016,13030
5039,2016,5865
5041,2016,8900
5043,2016,14380
5045,2016,89725
5047,2016,13540
5049,2016,9640
5051,2016,75220
5053,2016,13725
5055,2016,32795
5057,2016,15120
5059,2016,26090
5061,2016,9405
5063,2016,27650
5065,2016,10835
5067,2016,13885
5069,2016,54905
5071,2016,18200
5073,2016,5630
5075,2016,13080
5077,2016,7835
5079,2016,11170
5081,2016,9740
5083,2016,16795
5085,2016,51700
5087,2016,11800
5089,2016,13450
5091,2016,32845
5093,2016,31765
5095,2016,5910
5097,2016,7140
5099,2016,6670
5101,2016,6365
5103,2016,18910
5105,2016,7980
5107,2016,14485
5109,2016,8135
5111,2016,18205
5113,2016,15020
5115,2016,46645
5117,2016,6605
5119,2016,286890
5121,2016,13545
5123,2016,20330
5125,2016,86485
5127,2016,7845
5129,2016,6330
5131,2016,89030
5133,2016,10065
5135,2016,13360
5137,2016,9985
5139,2016,30045
5141,2016,13355
5143,2016,147315
5145,2016,58925
5147,2016,5335
5149,2016,14670
6001,2016,1040380
6003,2016,895
6005,2016,30240
6007,2016,170635
6009,2016,35475
6011,2016,12230
6013,2016,730755
6015,2016,21065
6017,2016,136940
6019,2016,566160
6021,2016,16830
6023,2016,105070
6025,2016,99250
6027,2016,13695
6029,2016,504215
6031,2016,91830
6033,2016,48020
6035,2016,25265
6037,2016,6123490
6039,2016,88435
6041,2016,182750
6043,2016,14060
6045,2016,61790
6047,2016,145565
6049,2016,6790
6051,2016,9335
6053,2016,229575
6055,2016,92980
6057,2016,78225
6059,2016,1987335
6061,2016,271235
6063,2016,15145
6065,2016,1453255
6067,2016,999780
6069,2016,35765
6071,2016,1311445
6073,2016,2174370
6075,2016,627260
6077,2016,433295
6079,2016,213215
6081,2016,486010
6083,2016,278445
6085,2016,1142325
6087,2016,187645
6089,2016,136655
6091,2016,2435
6093,2016,33780
6095,2016,296030
6097,2016,350055
6099,2016,328050
6101,2016,59845
6103,2016,45460
6105,2016,10470
6107,2016,245640
6109,2016,43960
6111,2016,542060
6113,2016,140945
6115,2016,48745
8001,2016,300160
8003,2016,11395
8005,2016,420240
8007,2016,9775
8009,2016,2790
8011,2016,4640
8013,2016,232475
8014,2016,44905
8015,2016,15330
8017,2016,1350
8019,2016,7595
8021,2016,5810
8023,2016,2765
8025,2016,4510
8027,2016,3540
8029,2016,23180
8031,2016,462375
8033,2016,1420
8035,2016,216345
8037,2016,33675
8039,2016,18305
8041,2016,477295
8043,2016,38550
8045,2016,36035
8047,2016,4495
8049,2016,11255
8051,2016,12780
8053,2016,705
8055,2016,5460
8057,2016,1020
8059,2016,425475
8061,2016,1050
8063,2016,5750
8065,2016,5320
8067,2016,42515
8069,2016,250545
8071,2016,11320
8073,2016,4255
8075,2016,16875
8077,2016,112010
8079,2016,730
8081,2016,9285
8083,2016,19830
8085,2016,30045
8087,2016,18400
8089,2016,13320
8091,2016,3950
8093,2016,13330
8095,2016,3090
8097,2016,13275
8099,2016,8255
8101,2016,120805
8103,2016,4955
8105,2016,8380
8107,2016,18345
8109,2016,4325
8111,2016,495
8113,2016,5910
8115,2016,1825
8117,2016,22340
8119,2016,18825
8121,2016,3685
8123,2016,189005
8125,2016,6750
9001,2016,618280
9003,2016,644940
9005,2016,143400
9007,2016,127550
9009,2016,631715
9011,2016,208340
9013,2016,119015
9015,2016,89640
10001,2016,126715
10003,2016,400920
10005,2016,162020
11001,2016,494090
12001,2016,197720
12003,2016,20415
12005,2016,135795
12007,2016,21265
12009,2016,438510
12011,2016,1227645
12013,2016,11160
12015,2016,141230
12017,2016,117055
12019,2016,147295
12021,2016,241110
12023,2016,52180
12027,2016,23515
12029,2016,12890
12031,2016,658915
12033,2016,238370
12035,2016,81040
12037,2016,9555
12039,2016,34355
12041,2016,13225
12043,2016,9980
12045,2016,13170
12047,2016,11220
12049,2016,17345
12051,2016,20830
12053,2016,139780
12055,2016,75115
12057,2016,916010
12059,2016,15430
12061,2016,113440
12063,2016,38500
12065,2016,11410
12067,2016,6580
12069,2016,244875
12071,2016,500250
12073,2016,221715
12075,2016,31025
12077,2016,6450
12079,2016,14440
12081,2016,261755
12083,2016,267680
12085,2016,119680
12086,2016,1551525
12087,2016,59255
12089,2016,60475
12091,2016,147240
12093,2016,27265
12095,2016,854605
12097,2016,207525
12099,2016,974505
12101,2016,371305
12103,2016,737365
12105,2016,460215
12107,2016,54535
12109,2016,165355
12111,2016,212665
12113,2016,124190
12115,2016,317770
12117,2016,329435
12119,2016,102945
12121,2016,32660
12123,2016,17955
12125,2016,11910
12127,2016,403925
12129,2016,24455
12131,2016,47490
12133,2016,19405
13001,2016,13180
13003,2016,5150
13005,2016,7895
13007,2016,2565
13009,2016,36225
13011,2016,13590
13013,2016,50790
13015,2016,72800
13017,2016,12550
13019,2016,13985
13021,2016,112570
13023,2016,9900
13025,2016,13650
13027,2016,11765
13029,2016,23490
13031,2016,57220
13033,2016,16535
13035,2016,18030
13037,2016,5035
13039,2016,37995
13043,2016,7815
13045,2016,83470
13047,2016,49385
13049,2016,9395
13051,2016,210415
13053,2016,8765
13055,2016,18950
13057,2016,158990
13059,2016,92700
13061,2016,2315
13063,2016,173345
13065,2016,4820
13067,2016,487960
13069,2016,30690
13071,2016,29675
13073,2016,99705
13075,2016,12215
13077,2016,96460
13079,2016,9700
13081,2016,17040
13083,2016,13035
13085,2016,17615
13087,2016,19875
13089,2016,489315
13091,2016,16285
13093,2016,10955
13095,2016,68025
13097,2016,95670
13099,2016,7760
13101,2016,2415
13103,2016,39795
13105,2016,14780
13107,2016,16910
13109,2016,7545
13111,2016,19625
13113,2016,78815
13115,2016,68655
13117,2016,129230
13119,2016,16770
13121,2016,699145
13123,2016,21470
13125,2016,2285
13127,2016,60905
13129,2016,38090
13131,2016,17620
13133,2016,12705
13135,2016,519180
13137,2016,31370
13139,2016,117555
13141,2016,7230
13143,2016,21515
13145,2016,25325
13147,2016,19680
13149,2016,8830
13151,2016,150235
13153,2016,107010
13155,2016,7245
13157,2016,44550
13159,2016,10025
13161,2016,10370
13163,2016,11985
13165,2016,6830
13167,2016,7670
13169,2016,21655
13171,2016,14175
13173,2016,7615
13175,2016,35365
13177,2016,20810
13179,2016,44320
13181,2016,6180
13183,2016,11505
13185,2016,83885
13187,2016,24340
13189,2016,15710
13191,2016,11305
13193,2016,10845
13195,2016,21180
13197,2016,6580
13199,2016,16385
13201,2016,4540
13205,2016,16900
13207,2016,21050
13209,2016,6715
13211,2016,13630
13213,2016,27310
13215,2016,146005
13217,2016,72890
13219,2016,24415
13221,2016,11195
13223,2016,104740
13225,2016,20060
13227,2016,23350
13229,2016,13885
13231,2016,13275
13233,2016,28485
13235,2016,9260
13237,2016,16335
13239,2016,1680
13241,2016,12795
13243,2016,5430
13245,2016,150325
13247,2016,61345
13249,2016,3655
13251,2016,10850
13253,2016,6695
13255,2016,47255
13257,2016,19490
13259,2016,3280
13261,2016,22895
13263,2016,5160
13265,2016,1590
13267,2016,19180
13269,2016,6525
13271,2016,11525
13273,2016,6860
13275,2016,33310
13277,2016,29020
13279,2016,18395
13281,2016,9380
13283,2016,5180
13285,2016,49985
13287,2016,5870
13289,2016,6680
13291,2016,18140
13293,2016,20030
13295,2016,52215
13297,2016,63720
13299,2016,26515
13301,2016,4260
13303,2016,15800
13305,2016,21970
13307,2016,2030
13309,2016,6490
13311,2016,21865
13313,2016,62200
13315,2016,7035
13317,2016,7580
13319,2016,7100
13321,2016,15965
15001,2016,141755
15003,2016,701490
15005,2016,90
15007,2016,49955
15009,2016,113440
16001,2016,307090
16003,2016,3140
16005,2016,59380
16007,2016,4310
16009,2016,6955
16011,2016,29025
16013,2016,14655
16015,2016,5570
16017,2016,32585
16019,2016,71840
16021,2016,8290
16023,2016,2020
16025,2016,675
16027,2016,132145
16029,2016,4730
16031,2016,13930
16033,2016,425
16035,2016,7165
16037,2016,3380
16039,2016,17940
16041,2016,8250
16043,2016,8785
16045,2016,12505
16047,2016,9325
16049,2016,12865
16051,2016,16900
16053,2016,12990
16055,2016,111715
16057,2016,30090
16059,2016,6315
16061,2016,2915
16063,2016,3130
16065,2016,26625
16067,2016,12415
16069,2016,31185
16071,2016,3015
16073,2016,7415
16075,2016,15790
16077,2016,4705
16079,2016,9945
16081,2016,6685
16083,2016,54790
16085,2016,8055
16087,2016,7240
17001,2016,51395
17003,2016,5340
17005,2016,13460
17007,2016,36300
17009,2016,5695
17011,2016,25550
17013,2016,3900
17015,2016,11710
17017,2016,8930
17019,2016,152000
17021,2016,26635
17023,2016,12330
17025,2016,10370
17027,2016,29535
17029,2016,42505
17031,2016,3511325
17033,2016,15455
17035,2016,8350
17037,2016,77625
17039,2016,12635
17041,2016,14325
17043,2016,641445
17045,2016,13910
17047,2016,5080
17049,2016,25945
17051,2016,17205
17053,2016,10505
17055,2016,30570
17057,2016,28210
17059,2016,4175
17061,2016,10470
17063,2016,36790
17065,2016,6400
17067,2016,14675
17069,2016,3425
17071,2016,5595
17073,2016,37600
17075,2016,21870
17077,2016,46120
17079,2016,7350
17081,2016,29855
17083,2016,17495
17085,2016,17600
17087,2016,10460
17089,2016,328655
17091,2016,81290
17093,2016,80660
17095,2016,40720
17097,2016,462020
17099,2016,85480
17101,2016,13090
17103,2016,27215
17105,2016,28760
17107,2016,23970
17109,2016,25625
17111,2016,217245
17113,2016,128105
17115,2016,82940
17117,2016,36315
17119,2016,204680
17121,2016,29430
17123,2016,9535
17125,2016,10935
17127,2016,11585
17129,2016,9705
17131,2016,12440
17133,2016,25835
17135,2016,23305
17137,2016,27560
17139,2016,11165
17141,2016,38580
17143,2016,136930
17145,2016,17255
17147,2016,12645
17149,2016,12445
17151,2016,3510
17153,2016,4450
17155,2016,4495
17157,2016,26390
17159,2016,12355
17161,2016,107595
17163,2016,198690
17165,2016,19145
17167,2016,150365
17169,2016,5805
17171,2016,3985
17173,2016,17180
17175,2016,4595
17177,2016,35830
17179,2016,103210
17181,2016,13550
17183,2016,59545
17185,2016,8890
17187,2016,12915
17189,2016,11265
17191,2016,12735
17193,2016,11175
17195,2016,43510
17197,2016,467850
17199,2016,51985
17201,2016,208965
17203,2016,29260
18001,2016,23755
18003,2016,258250
18005,2016,55165
18007,2016,6385
18009,2016,9625
18011,2016,44085
18013,2016,11960
18015,2016,15090
18017,2016,26815
18019,2016,85735
18021,2016,20305
18023,2016,22375
18025,2016,8190
18027,2016,22450
18029,2016,37840
18031,2016,19650
18033,2016,31535
18035,2016,92805
18037,2016,30870
18039,2016,133940
18041,2016,18255
18043,2016,57585
18045,2016,12750
18047,2016,17165
18049,2016,15130
18051,2016,25575
18053,2016,53625
18055,2016,25200
18057,2016,206530
18059,2016,53905
18061,2016,30255
18063,2016,112270
18065,2016,38495
18067,2016,63005
18069,2016,28230
18071,2016,31575
18073,2016,24820
18075,2016,15535
18077,2016,25225
18079,2016,21120
18081,2016,106800
18083,2016,29725
18085,2016,57210
18087,2016,24985
18089,2016,355475
18091,2016,85065
18093,2016,35185
18095,2016,99780
18097,2016,648455
18099,2016,33400
18101,2016,7875
18103,2016,28020
18105,2016,112430
18107,2016,28490
18109,2016,52810
18111,2016,10610
18113,2016,33985
18115,2016,4760
18117,2016,14755
18119,2016,16420
18121,2016,13330
18123,2016,15170
18125,2016,9680
18127,2016,126020
18129,2016,19665
18131,2016,9870
18133,2016,29955
18135,2016,19075
18137,2016,21515
18139,2016,12910
18141,2016,194215
18143,2016,18080
18145,2016,33385
18147,2016,15910
18149,2016,17595
18151,2016,26490
18153,2016,16640
18155,2016,7825
18157,2016,130720
18159,2016,12010
18161,2016,5560
18163,2016,139750
18165,2016,12170
18167,2016,83605
18169,2016,25015
18171,2016,6480
18173,2016,45590
18175,2016,21160
18177,2016,51750
18179,2016,20825
18181,2016,17855
18183,2016,25435
19001,2016,5685
19003,2016,3010
19005,2016,10480
19007,2016,9765
19009,2016,4600
19011,2016,19320
19013,2016,101015
19015,2016,20365
19017,2016,19005
19019,2016,15330
19021,2016,13020
19023,2016,11410
19025,2016,7800
19027,2016,15510
19029,2016,10395
19031,2016,14075
19033,2016,33875
19035,2016,9225
19037,2016,9160
19039,2016,6635
19041,2016,12555
19043,2016,13680
19045,2016,36530
19047,2016,11175
19049,2016,52795
19051,2016,6190
19053,2016,6350
19055,2016,13125
19057,2016,30600
19059,2016,13645
19061,2016,73010
19063,2016,7495
19065,2016,15880
19067,2016,12170
19069,2016,7765
19071,2016,5440
19073,2016,6930
19075,2016,9435
19077,2016,8190
19079,2016,11385
19081,2016,8390
19083,2016,13230
19085,2016,11025
19087,2016,15210
19089,2016,7060
19091,2016,7235
19093,2016,5360
19095,2016,12405
19097,2016,15130
19099,2016,28435
19101,2016,12350
19103,2016,104295
19105,2016,15845
19107,2016,7840
19109,2016,11745
19111,2016,27360
19113,2016,162225
19115,2016,7905
19117,2016,6560
19119,2016,8360
19121,2016,11455
19123,2016,16875
19125,2016,24975
19127,2016,26930
19129,2016,11270
19131,2016,8095
19133,2016,7150
19135,2016,5980
19137,2016,7935
19139,2016,30570
19141,2016,10545
19143,2016,4540
19145,2016,12065
19147,2016,6930
19149,2016,18355
19151,2016,5395
19153,2016,322865
19155,2016,69240
19157,2016,14435
19159,2016,3820
19161,2016,7715
19163,2016,126885
19165,2016,9080
19167,2016,23750
19169,2016,72440
19171,2016,12845
19173,2016,4645
19175,2016,9515
19177,2016,5635
19179,2016,25445
19181,2016,35810
19183,2016,16380
19185,2016,4840
19187,2016,28460
19189,2016,8165
19191,2016,16595
19193,2016,70140
19195,2016,5920
19197,2016,9365
20001,2016,9945
20003,2016,5875
20005,2016,12620
20007,2016,3705
20009,2016,19495
20011,2016,10965
20013,2016,7325
20015,2016,48460
20017,2016,2050
20019,2016,2760
20021,2016,15645
20023,2016,2045
20025,2016,1545
20027,2016,6220
20029,2016,7135
20031,2016,6490
20033,2016,1400
20035,2016,26630
20037,2016,29685
20039,2016,2315
20041,2016,14565
20043,2016,6155
20045,2016,89390
20047,2016,2105
20049,2016,2095
20051,2016,22270
20053,2016,5095
20055,2016,20600
20057,2016,17330
20059,2016,19100
20061,2016,24190
20063,2016,2045
20065,2016,2035
20067,2016,4215
20069,2016,3925
20071,2016,920
20073,2016,4915
20075,2016,1410
20077,2016,4330
20079,2016,25185
20081,2016,2380
20083,2016,1450
20085,2016,9925
20087,2016,14380
20089,2016,2395
20091,2016,404190
20093,2016,2485
20095,2016,5925
20097,2016,1885
20099,2016,15780
20101,2016,1280
20103,2016,58520
20105,2016,2375
20107,2016,7265
20109,2016,2120
20111,2016,23560
20113,2016,22170
20115,2016,9505
20117,2016,7625
20119,2016,2945
20121,2016,24220
20123,2016,4845
20125,2016,25205
20127,2016,4460
20129,2016,2070
20131,2016,7500
20133,2016,12100
20135,2016,2280
20137,2016,4365
20139,2016,12065
20141,2016,2925
20143,2016,4545
20145,2016,5405
20147,2016,4145
20149,2016,15725
20151,2016,7135
20153,2016,2005
20155,2016,47910
20157,2016,3785
20159,2016,7380
20161,2016,57700
20163,2016,3970
20165,2016,2495
20167,2016,5430
20169,2016,40605
20171,2016,3660
20173,2016,351620
20175,2016,11295
20177,2016,130495
20179,2016,1875
20181,2016,4560
20183,2016,2985
20185,2016,3100
20187,2016,1330
20189,2016,3295
20191,2016,17520
20193,2016,6025
20195,2016,2375
20197,2016,5180
20199,2016,1130
20201,2016,4230
20203,2016,1315
20205,2016,6775
20207,2016,2485
20209,2016,97900
21001,2016,15095
21003,2016,15375
21005,2016,16380
21007,2016,6385
21009,2016,32445
21011,2016,8970
21013,2016,21640
21015,2016,88505
21017,2016,14690
21019,2016,38205
21021,2016,23245
21023,2016,6310
21025,2016,10550
21027,2016,15295
21029,2016,59470
21031,2016,9780
21033,2016,9845
21035,2016,29890
21037,2016,70470
21039,2016,3845
21041,2016,7770
21043,2016,21005
21045,2016,12185
21047,2016,52335
21049,2016,27265
21051,2016,16520
21053,2016,7655
21055,2016,7045
21057,2016,5265
21059,2016,73125
21061,2016,9665
21063,2016,6235
21065,2016,11235
21067,2016,227870
21069,2016,10965
21071,2016,29705
21073,2016,38480
21075,2016,4965
21077,2016,6150
21079,2016,13100
21081,2016,17645
21083,2016,27495
21085,2016,19705
21087,2016,8640
21089,2016,28210
21091,2016,6515
21093,2016,78885
21095,2016,21620
21097,2016,14110
21099,2016,13890
21101,2016,35230
21103,2016,11765
21105,2016,3765
21107,2016,35410
21109,2016,10320
21111,2016,561375
21113,2016,37200
21115,2016,17935
21117,2016,121240
21119,2016,12530
21121,2016,24035
21123,2016,10800
21125,2016,45510
21127,2016,12065
21129,2016,5470
21131,2016,8470
21133,2016,18230
21135,2016,10600
21137,2016,18570
21139,2016,7445
21141,2016,20235
21143,2016,7015
21145,2016,50385
21147,2016,13800
21149,2016,7195
21151,2016,67775
21153,2016,9840
21155,2016,14560
21157,2016,24670
21159,2016,9845
21161,2016,13045
21163,2016,21435
21165,2016,4935
21167,2016,16375
21169,2016,7690
21171,2016,8100
21173,2016,20580
21175,2016,10770
21177,2016,24580
21179,2016,33350
21181,2016,5410
21183,2016,18175
21185,2016,46525
21187,2016,8095
21189,2016,3565
21191,2016,11215
21193,2016,21635
21195,2016,49355
21197,2016,9295
21199,2016,48845
21201,2016,1800
21203,2016,13140
21205,2016,19215
21207,2016,13520
21209,2016,37105
21211,2016,31920
21213,2016,13300
21215,2016,13520
21217,2016,19420
21219,2016,8980
21221,2016,11055
21223,2016,6660
21225,2016,11920
21227,2016,87950
21229,2016,9055
21231,2016,15940
21233,2016,10050
21235,2016,27010
21237,2016,5510
21239,2016,18805
22001,2016,45035
22003,2016,19415
22005,2016,82795
22007,2016,17495
22009,2016,31255
22011,2016,26815
22013,2016,10725
22015,2016,90350
22017,2016,188495
22019,2016,145510
22021,2016,7600
22023,2016,5115
22025,2016,7865
22027,2016,13280
22029,2016,15315
22031,2016,20410
22033,2016,331860
22035,2016,5600
22037,2016,15885
22039,2016,24150
22041,2016,15200
22043,2016,16840
22045,2016,52525
22047,2016,25880
22049,2016,12310
22051,2016,311920
22053,2016,23300
22055,2016,172930
22057,2016,72545
22059,2016,11185
22061,2016,36510
22063,2016,98815
22065,2016,8900
22067,2016,20040
22069,2016,29635
22071,2016,292175
22073,2016,115005
22075,2016,16600
22077,2016,16995
22079,2016,97015
22081,2016,6560
22083,2016,15500
22085,2016,18110
22087,2016,31150
22089,2016,38340
22091,2016,8250
22093,2016,16405
22095,2016,31995
22097,2016,60635
22099,2016,39400
22101,2016,38540
22103,2016,181895
22105,2016,94055
22107,2016,3580
22109,2016,81700
22111,2016,17040
22113,2016,43005
22115,2016,37595
22117,2016,34630
22119,2016,30940
22121,2016,18610
22123,2016,8605
22125,2016,12720
22127,2016,11470
23001,2016,82620
23003,2016,55290
23005,2016,224910
23007,2016,24505
23009,2016,43905
23011,2016,95610
23013,2016,31875
23015,2016,27785
23017,2016,45355
23019,2016,122345
23021,2016,13915
23023,2016,28130
23025,2016,40715
23027,2016,30880
23029,2016,25325
23031,2016,158700
24001,2016,59250
24003,2016,412595
24005,2016,605360
24009,2016,67845
24011,2016,23885
24013,2016,127560
24015,2016,76625
24017,2016,112200
24019,2016,24835
24021,2016,174250
24023,2016,23695
24025,2016,187910
24027,2016,209140
24029,2016,15870
24031,2016,641530
24033,2016,589560
24035,2016,37195
24037,2016,81420
24039,2016,20815
24041,2016,29500
24043,2016,113140
24045,2016,74620
24047,2016,41255
24510,2016,462195
25001,2016,174550
25003,2016,102495
25005,2016,414315
25007,2016,13225
25009,2016,549350
25011,2016,56275
25013,2016,347410
25015,2016,129490
25017,2016,1098180
25019,2016,7540
25021,2016,499140
25023,2016,376920
25025,2016,524280
25027,2016,594150
26001,2016,9015
26003,2016,7890
26005,2016,83945
26007,2016,23150
26009,2016,18595
26011,2016,12465
26013,2016,7075
26015,2016,45215
26017,2016,83290
26019,2016,14000
26021,2016,114865
26023,2016,32645
26025,2016,100570
26027,2016,40305
26029,2016,20660
26031,2016,20895
26033,2016,30460
26035,2016,24345
26037,2016,58215
26039,2016,11155
26041,2016,28980
26043,2016,20605
26045,2016,83065
26047,2016,25975
26049,2016,312465
26051,2016,20355
26053,2016,13120
26055,2016,70710
26057,2016,32945
26059,2016,35535
26061,2016,27895
26063,2016,25510
26065,2016,212595
26067,2016,48775
26069,2016,20865
26071,2016,9450
26073,2016,56815
26075,2016,122730
26077,2016,195745
26079,2016,13400
26081,2016,444250
26083,2016,1820
26085,2016,9390
26087,2016,67835
26089,2016,17740
26091,2016,76205
26093,2016,141020
26095,2016,5295
26097,2016,9020
26099,2016,640110
26101,2016,19895
26103,2016,54730
26105,2016,22460
26107,2016,34540
26109,2016,18900
26111,2016,63450
26113,2016,11415
26115,2016,114890
26117,2016,48105
26119,2016,7870
26121,2016,129975
26123,2016,36300
26125,2016,902330
26127,2016,18930
26129,2016,17010
26131,2016,5330
26133,2016,17635
26135,2016,6730
26137,2016,18765
26139,2016,200735
26141,2016,10765
26143,2016,20110
26145,2016,149845
26147,2016,123235
26149,2016,44270
26151,2016,32240
26153,2016,6640
26155,2016,53265
26157,2016,42130
26159,2016,55015
26161,2016,265870
26163,2016,1281275
26165,2016,25005
27001,2016,12960
27003,2016,248515
27005,2016,24855
27007,2016,33765
27009,2016,29185
27011,2016,4025
27013,2016,51120
27015,2016,19590
27017,2016,27250
27019,2016,67910
27021,2016,22415
27023,2016,8995
27025,2016,40990
27027,2016,45940
27029,2016,6555
27031,2016,4225
27033,2016,8510
27035,2016,48915
27037,2016,293485
27039,2016,14530
27041,2016,28940
27043,2016,10870
27045,2016,15710
27047,2016,23290
27049,2016,35025
27051,2016,4620
27053,2016,865350
27055,2016,14700
27057,2016,16065
27059,2016,28825
27061,2016,35560
27063,2016,7725
27065,2016,12345
27067,2016,30770
27069,2016,3445
27071,2016,10115
27073,2016,5480
27075,2016,8645
27077,2016,3145
27079,2016,20435
27081,2016,4480
27083,2016,18535
27085,2016,26615
27087,2016,3780
27089,2016,7150
27091,2016,15480
27093,2016,17115
27095,2016,19425
27097,2016,24950
27099,2016,27710
27101,2016,6525
27103,2016,25140
27105,2016,12955
27107,2016,5060
27109,2016,106225
27111,2016,44590
27113,2016,10790
27115,2016,22825
27117,2016,6780
27119,2016,23560
27121,2016,8605
27123,2016,374420
27125,2016,3020
27127,2016,11590
27129,2016,11385
27131,2016,47660
27133,2016,7045
27135,2016,11495
27137,2016,160075
27139,2016,95240
27141,2016,65000
27143,2016,10900
27145,2016,114350
27147,2016,26755
27149,2016,7430
27151,2016,7295
27153,2016,17900
27155,2016,2680
27157,2016,16385
27159,2016,10365
27161,2016,14245
27163,2016,180335
27165,2016,7450
27167,2016,4975
27169,2016,40785
27171,2016,90975
27173,2016,7635
28001,2016,22795
28003,2016,27890
28005,2016,9945
28007,2016,14140
28009,2016,6400
28011,2016,24930
28013,2016,10850
28015,2016,8200
28017,2016,12665
28019,2016,6395
28021,2016,7150
28023,2016,12385
28025,2016,15150
28027,2016,17845
28029,2016,21615
28031,2016,14600
28033,2016,122190
28035,2016,57035
28037,2016,5890
28039,2016,17045
28041,2016,11030
28043,2016,16370
28045,2016,35305
28047,2016,145875
28049,2016,180735
28051,2016,13505
28053,2016,6345
28055,2016,1145
28057,2016,18155
28059,2016,104100
28061,2016,12685
28063,2016,5760
28065,2016,9290
28067,2016,49490
28069,2016,8005
28071,2016,41790
28073,2016,43520
28075,2016,59510
28077,2016,9510
28079,2016,16125
28081,2016,62215
